 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.3,41.5,57.2,0.6,41.2,57.2,0,0.6
2,0.3,43.3,57.2,0.6,43.0,57.2,0,0.6
3,0.3,43.3,58.9,0.6,43.0,58.9,0,0.6
4,0.3,41.5,58.9,0.6,41.2,58.9,0,0.6
