 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,23.0,8.9,0.8,22.7,8.9,0,0.8
2,0.5,25.0,8.9,0.8,24.7,8.9,0,0.8
3,0.5,25.0,6.9,0.8,24.6,6.9,0,0.8
4,0.5,23.0,6.9,0.8,22.7,6.9,0,0.8
