 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,36.7,31.9,0.8,36.3,31.9,0,0.8
2,0.5,36.7,33.7,0.8,36.3,33.7,0,0.8
3,0.5,38.5,33.7,0.8,38.1,33.7,0,0.8
4,0.5,38.5,31.9,0.8,38.1,31.9,0,0.8
