 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,53.2,31.2,0.8,52.8,31.2,0,0.8
2,0.5,55.0,31.2,0.8,54.7,31.2,0,0.8
3,0.5,55.0,29.5,0.8,54.7,29.5,0,0.8
4,0.5,53.2,29.5,0.8,52.9,29.5,0,0.8
