 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.3,43.9,41.8,0.6,43.6,41.8,0,0.6
2,0.3,43.9,43.5,0.6,43.6,43.5,0,0.6
3,0.3,45.7,43.5,0.6,45.4,43.5,0,0.6
4,0.3,45.7,41.8,0.6,45.4,41.8,0,0.6
