 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.3,32.9,18.4,0.6,32.6,18.4,0,0.6
2,0.3,34.7,18.4,0.6,34.4,18.4,0,0.6
3,0.3,34.7,16.6,0.6,34.4,16.6,0,0.6
4,0.3,32.9,16.6,0.6,32.6,16.6,0,0.6
