 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,30.3,25.9,0.8,29.9,25.9,0,0.8
2,0.5,30.3,27.6,0.8,29.9,27.6,0,0.8
3,0.5,32.2,27.6,0.8,31.8,27.6,0,0.8
4,0.5,32.2,25.9,0.8,31.8,25.9,0,0.8
