 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,29.4,27.0,0.8,29.1,27.0,0,0.8
2,0.5,31.2,27.0,0.8,30.8,27.0,0,0.8
3,0.5,31.2,28.7,0.8,30.8,28.7,0,0.8
4,0.5,29.4,28.7,0.8,29.1,28.7,0,0.8
