 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,29.9,40.5,0.8,29.5,40.5,0,0.8
2,0.5,31.7,40.5,0.8,31.3,40.5,0,0.8
3,0.5,31.7,42.3,0.8,31.3,42.3,0,0.8
4,0.5,29.9,42.3,0.8,29.5,42.3,0,0.8
