 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.3,21.2,39.0,0.6,20.9,39.0,0,0.6
2,0.3,23.0,39.0,0.6,22.7,39.0,0,0.6
3,0.3,23.0,37.2,0.6,22.7,37.2,0,0.6
4,0.3,21.2,37.2,0.6,20.9,37.2,0,0.6
