 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.5,41.9,18.9,0.8,41.5,18.9,0,0.8
2,0.5,41.9,20.7,0.8,41.5,20.7,0,0.8
3,0.5,40.0,20.7,0.8,39.7,20.7,0,0.8
4,0.5,40.0,18.9,0.8,39.7,18.9,0,0.8
