 ,Area,X,Y,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,0.3,7.2,17.3,0.6,6.8,17.3,0,0.6
2,0.3,8.8,17.3,0.6,8.5,17.3,0,0.6
3,0.3,8.8,19.0,0.6,8.5,19.0,0,0.6
4,0.3,7.2,19.0,0.6,6.8,19.0,0,0.6
